year,division,station,station_code,offence_code,offence_category,offence_group,incident_count
2021,DMR North Division,Santry,63203,10,Controlled drug offences (10),Controlled drug offences,70
2021,DMR North Division,Santry,63203,11,Weapons and explosives offences (11),Weapons and explosives offences,20
2021,DMR North Division,Santry,63203,12,Damage to property and to the environment  offences (12),Damage to property & environment,213
2021,DMR North Division,Santry,63203,13,Public order and other social code offences (13),Public order & social code offences,213
2021,DMR North Division,Santry,63203,14,Road and traffic offences (14),Road and traffic offences,680
2021,DMR North Division,Santry,63203,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",26
2021,DMR North Division,Santry,63203,16,Offences not elsewhere classified (16),Offences not elsewhere classified,8
2021,DMR North Division,Coolock,63301,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",282
2021,DMR North Division,Coolock,63301,04,Dangerous or negligent acts (04),Dangerous or negligent acts,297
2021,DMR North Division,Coolock,63301,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR North Division,Coolock,63301,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",73
2021,DMR North Division,Coolock,63301,07,Burglary and related offences (07),Burglary and related offences,101
2021,DMR North Division,Coolock,63301,08,Theft and related offences (08),Theft and related offences,949
2021,DMR North Division,Coolock,63301,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",175
2021,DMR North Division,Coolock,63301,10,Controlled drug offences (10),Controlled drug offences,211
2021,DMR North Division,Coolock,63301,11,Weapons and explosives offences (11),Weapons and explosives offences,44
2021,DMR North Division,Coolock,63301,12,Damage to property and to the environment  offences (12),Damage to property & environment,403
2021,DMR North Division,Coolock,63301,13,Public order and other social code offences (13),Public order & social code offences,265
2021,DMR North Division,Coolock,63301,14,Road and traffic offences (14),Road and traffic offences,444
2021,DMR North Division,Coolock,63301,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",116
2021,DMR North Division,Coolock,63301,16,Offences not elsewhere classified (16),Offences not elsewhere classified,13
2021,DMR North Division,Malahide,63302,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",90
2021,DMR North Division,Malahide,63302,04,Dangerous or negligent acts (04),Dangerous or negligent acts,32
2021,DMR North Division,Malahide,63302,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR North Division,Malahide,63302,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",18
2021,DMR North Division,Malahide,63302,07,Burglary and related offences (07),Burglary and related offences,48
2021,DMR North Division,Malahide,63302,08,Theft and related offences (08),Theft and related offences,232
2021,DMR North Division,Malahide,63302,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",96
2021,DMR North Division,Malahide,63302,10,Controlled drug offences (10),Controlled drug offences,29
2021,DMR North Division,Malahide,63302,11,Weapons and explosives offences (11),Weapons and explosives offences,6
2021,DMR North Division,Malahide,63302,12,Damage to property and to the environment  offences (12),Damage to property & environment,109
2021,DMR North Division,Malahide,63302,13,Public order and other social code offences (13),Public order & social code offences,108
2021,DMR North Division,Malahide,63302,14,Road and traffic offences (14),Road and traffic offences,247
2021,DMR North Division,Malahide,63302,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",23
2021,DMR North Division,Malahide,63302,16,Offences not elsewhere classified (16),Offences not elsewhere classified,8
2021,DMR North Division,Swords,63303,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",249
2021,DMR North Division,Swords,63303,04,Dangerous or negligent acts (04),Dangerous or negligent acts,181
2021,DMR North Division,Swords,63303,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2021,DMR North Division,Swords,63303,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",18
2021,DMR North Division,Swords,63303,07,Burglary and related offences (07),Burglary and related offences,66
2021,DMR North Division,Swords,63303,08,Theft and related offences (08),Theft and related offences,682
2021,DMR North Division,Swords,63303,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",185
2021,DMR North Division,Swords,63303,10,Controlled drug offences (10),Controlled drug offences,106
2021,DMR North Division,Swords,63303,11,Weapons and explosives offences (11),Weapons and explosives offences,18
2021,DMR North Division,Swords,63303,12,Damage to property and to the environment  offences (12),Damage to property & environment,227
2021,DMR North Division,Swords,63303,13,Public order and other social code offences (13),Public order & social code offences,301
2021,DMR North Division,Swords,63303,14,Road and traffic offences (14),Road and traffic offences,437
2021,DMR North Division,Swords,63303,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",150
2021,DMR North Division,Swords,63303,16,Offences not elsewhere classified (16),Offences not elsewhere classified,9
2021,DMR North Division,Clontarf,63401,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",132
2021,DMR North Division,Clontarf,63401,04,Dangerous or negligent acts (04),Dangerous or negligent acts,153
2021,DMR North Division,Clontarf,63401,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR North Division,Clontarf,63401,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",23
2021,DMR North Division,Clontarf,63401,07,Burglary and related offences (07),Burglary and related offences,74
2021,DMR North Division,Clontarf,63401,08,Theft and related offences (08),Theft and related offences,472
2021,DMR North Division,Clontarf,63401,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",156
2021,DMR North Division,Clontarf,63401,10,Controlled drug offences (10),Controlled drug offences,74
2021,DMR North Division,Clontarf,63401,11,Weapons and explosives offences (11),Weapons and explosives offences,19
2021,DMR North Division,Clontarf,63401,12,Damage to property and to the environment  offences (12),Damage to property & environment,162
2021,DMR North Division,Clontarf,63401,13,Public order and other social code offences (13),Public order & social code offences,194
2021,DMR North Division,Clontarf,63401,14,Road and traffic offences (14),Road and traffic offences,234
2021,DMR North Division,Clontarf,63401,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",33
2021,DMR North Division,Clontarf,63401,16,Offences not elsewhere classified (16),Offences not elsewhere classified,9
2021,DMR North Division,Howth,63402,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",95
2021,DMR North Division,Howth,63402,04,Dangerous or negligent acts (04),Dangerous or negligent acts,25
2021,DMR North Division,Howth,63402,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR North Division,Howth,63402,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",11
2021,DMR North Division,Howth,63402,07,Burglary and related offences (07),Burglary and related offences,44
2021,DMR North Division,Howth,63402,08,Theft and related offences (08),Theft and related offences,226
2021,DMR North Division,Howth,63402,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",72
2021,DMR North Division,Howth,63402,10,Controlled drug offences (10),Controlled drug offences,68
2021,DMR North Division,Howth,63402,11,Weapons and explosives offences (11),Weapons and explosives offences,7
2021,DMR North Division,Howth,63402,12,Damage to property and to the environment  offences (12),Damage to property & environment,114
2021,DMR North Division,Howth,63402,13,Public order and other social code offences (13),Public order & social code offences,130
2021,DMR North Division,Howth,63402,14,Road and traffic offences (14),Road and traffic offences,119
2021,DMR North Division,Howth,63402,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",11
2021,DMR North Division,Howth,63402,16,Offences not elsewhere classified (16),Offences not elsewhere classified,4
2021,DMR North Division,Raheny,63403,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",82
2021,DMR North Division,Raheny,63403,04,Dangerous or negligent acts (04),Dangerous or negligent acts,78
2021,DMR North Division,Raheny,63403,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2021,DMR North Division,Raheny,63403,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",22
2021,DMR North Division,Raheny,63403,07,Burglary and related offences (07),Burglary and related offences,47
2021,DMR North Division,Raheny,63403,08,Theft and related offences (08),Theft and related offences,229
2021,DMR North Division,Raheny,63403,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",99
2021,DMR North Division,Raheny,63403,10,Controlled drug offences (10),Controlled drug offences,91
2021,DMR North Division,Raheny,63403,11,Weapons and explosives offences (11),Weapons and explosives offences,10
2021,DMR North Division,Raheny,63403,12,Damage to property and to the environment  offences (12),Damage to property & environment,79
2021,DMR North Division,Raheny,63403,13,Public order and other social code offences (13),Public order & social code offences,105
2021,DMR North Division,Raheny,63403,14,Road and traffic offences (14),Road and traffic offences,141
2021,DMR North Division,Raheny,63403,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",24
2021,DMR North Division,Raheny,63403,16,Offences not elsewhere classified (16),Offences not elsewhere classified,6
2021,DMR South Division,Crumlin,64101,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",94
2021,DMR South Division,Crumlin,64101,04,Dangerous or negligent acts (04),Dangerous or negligent acts,83
2021,DMR South Division,Crumlin,64101,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2021,DMR South Division,Crumlin,64101,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",10
2021,DMR South Division,Crumlin,64101,07,Burglary and related offences (07),Burglary and related offences,81
2021,DMR South Division,Crumlin,64101,08,Theft and related offences (08),Theft and related offences,350
2021,DMR South Division,Crumlin,64101,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",104
2021,DMR South Division,Crumlin,64101,10,Controlled drug offences (10),Controlled drug offences,145
2021,DMR South Division,Crumlin,64101,11,Weapons and explosives offences (11),Weapons and explosives offences,12
2021,DMR South Division,Crumlin,64101,12,Damage to property and to the environment  offences (12),Damage to property & environment,127
2021,DMR South Division,Crumlin,64101,13,Public order and other social code offences (13),Public order & social code offences,158
2021,DMR South Division,Crumlin,64101,14,Road and traffic offences (14),Road and traffic offences,348
2021,DMR South Division,Crumlin,64101,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",36
2021,DMR South Division,Crumlin,64101,16,Offences not elsewhere classified (16),Offences not elsewhere classified,9
2021,DMR South Division,Sundrive Road,64102,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",112
2021,DMR South Division,Sundrive Road,64102,04,Dangerous or negligent acts (04),Dangerous or negligent acts,90
2021,DMR South Division,Sundrive Road,64102,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2021,DMR South Division,Sundrive Road,64102,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",13
2021,DMR South Division,Sundrive Road,64102,07,Burglary and related offences (07),Burglary and related offences,45
2021,DMR South Division,Sundrive Road,64102,08,Theft and related offences (08),Theft and related offences,300
2021,DMR South Division,Sundrive Road,64102,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",105
2021,DMR South Division,Sundrive Road,64102,10,Controlled drug offences (10),Controlled drug offences,147
2021,DMR South Division,Sundrive Road,64102,11,Weapons and explosives offences (11),Weapons and explosives offences,19
2021,DMR South Division,Sundrive Road,64102,12,Damage to property and to the environment  offences (12),Damage to property & environment,160
2021,DMR South Division,Sundrive Road,64102,13,Public order and other social code offences (13),Public order & social code offences,171
2021,DMR South Division,Sundrive Road,64102,14,Road and traffic offences (14),Road and traffic offences,410
2021,DMR South Division,Sundrive Road,64102,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",36
2021,DMR South Division,Sundrive Road,64102,16,Offences not elsewhere classified (16),Offences not elsewhere classified,14
2021,DMR South Division,Rathfarnham,64201,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",118
2021,DMR South Division,Rathfarnham,64201,04,Dangerous or negligent acts (04),Dangerous or negligent acts,179
2021,DMR South Division,Rathfarnham,64201,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR South Division,Rathfarnham,64201,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",8
2021,DMR South Division,Rathfarnham,64201,07,Burglary and related offences (07),Burglary and related offences,114
2021,DMR South Division,Rathfarnham,64201,08,Theft and related offences (08),Theft and related offences,594
2021,DMR South Division,Rathfarnham,64201,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",199
2021,DMR South Division,Rathfarnham,64201,10,Controlled drug offences (10),Controlled drug offences,120
2021,DMR South Division,Rathfarnham,64201,11,Weapons and explosives offences (11),Weapons and explosives offences,13
2021,DMR South Division,Rathfarnham,64201,12,Damage to property and to the environment  offences (12),Damage to property & environment,173
2021,DMR South Division,Rathfarnham,64201,13,Public order and other social code offences (13),Public order & social code offences,206
2021,DMR South Division,Rathfarnham,64201,14,Road and traffic offences (14),Road and traffic offences,369
2021,DMR South Division,Rathfarnham,64201,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",35
2021,DMR South Division,Rathfarnham,64201,16,Offences not elsewhere classified (16),Offences not elsewhere classified,16
2021,DMR South Division,Tallaght,64202,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",386
2021,DMR South Division,Tallaght,64202,04,Dangerous or negligent acts (04),Dangerous or negligent acts,531
2021,DMR South Division,Tallaght,64202,05,Kidnapping and related offences (05),Kidnapping and related offences,5
2021,DMR South Division,Tallaght,64202,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",58
2021,DMR South Division,Tallaght,64202,07,Burglary and related offences (07),Burglary and related offences,182
2021,DMR South Division,Tallaght,64202,08,Theft and related offences (08),Theft and related offences,1356
2021,DMR South Division,Tallaght,64202,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",264
2021,DMR South Division,Tallaght,64202,10,Controlled drug offences (10),Controlled drug offences,390
2021,DMR South Division,Tallaght,64202,11,Weapons and explosives offences (11),Weapons and explosives offences,51
2021,DMR South Division,Tallaght,64202,12,Damage to property and to the environment  offences (12),Damage to property & environment,636
2021,DMR South Division,Tallaght,64202,13,Public order and other social code offences (13),Public order & social code offences,530
2021,DMR South Division,Tallaght,64202,14,Road and traffic offences (14),Road and traffic offences,1235
2021,DMR South Division,Tallaght,64202,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",412
2021,DMR South Division,Tallaght,64202,16,Offences not elsewhere classified (16),Offences not elsewhere classified,20
2021,DMR South Division,Rathmines,64301,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",85
2021,DMR South Division,Rathmines,64301,04,Dangerous or negligent acts (04),Dangerous or negligent acts,28
2021,DMR South Division,Rathmines,64301,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR South Division,Rathmines,64301,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",16
2021,DMR South Division,Rathmines,64301,07,Burglary and related offences (07),Burglary and related offences,72
2021,DMR South Division,Rathmines,64301,08,Theft and related offences (08),Theft and related offences,610
2021,DMR South Division,Rathmines,64301,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",100
2021,DMR South Division,Rathmines,64301,10,Controlled drug offences (10),Controlled drug offences,139
2021,DMR South Division,Rathmines,64301,11,Weapons and explosives offences (11),Weapons and explosives offences,5
2021,DMR South Division,Rathmines,64301,12,Damage to property and to the environment  offences (12),Damage to property & environment,108
2021,DMR South Division,Rathmines,64301,13,Public order and other social code offences (13),Public order & social code offences,221
2021,DMR South Division,Rathmines,64301,14,Road and traffic offences (14),Road and traffic offences,141
2021,DMR South Division,Rathmines,64301,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",25
2021,DMR South Division,Rathmines,64301,16,Offences not elsewhere classified (16),Offences not elsewhere classified,6
2021,DMR South Division,Terenure,64302,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",51
2021,DMR South Division,Terenure,64302,04,Dangerous or negligent acts (04),Dangerous or negligent acts,86
2021,DMR South Division,Terenure,64302,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR South Division,Terenure,64302,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",16
2021,DMR South Division,Terenure,64302,07,Burglary and related offences (07),Burglary and related offences,55
2021,DMR South Division,Terenure,64302,08,Theft and related offences (08),Theft and related offences,268
2021,DMR South Division,Terenure,64302,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",128
2021,DMR South Division,Terenure,64302,10,Controlled drug offences (10),Controlled drug offences,77
2021,DMR South Division,Terenure,64302,11,Weapons and explosives offences (11),Weapons and explosives offences,3
2021,DMR South Division,Terenure,64302,12,Damage to property and to the environment  offences (12),Damage to property & environment,76
2021,DMR South Division,Terenure,64302,13,Public order and other social code offences (13),Public order & social code offences,130
2021,DMR South Division,Terenure,64302,14,Road and traffic offences (14),Road and traffic offences,271
2021,DMR South Division,Terenure,64302,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",8
2021,DMR South Division,Terenure,64302,16,Offences not elsewhere classified (16),Offences not elsewhere classified,7
2021,DMR East Division,"Blackrock, Co Dublin",65101,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",87
2021,DMR East Division,"Blackrock, Co Dublin",65101,04,Dangerous or negligent acts (04),Dangerous or negligent acts,207
2021,DMR East Division,"Blackrock, Co Dublin",65101,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR East Division,"Blackrock, Co Dublin",65101,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",6
2021,DMR East Division,"Blackrock, Co Dublin",65101,07,Burglary and related offences (07),Burglary and related offences,63
2021,DMR East Division,"Blackrock, Co Dublin",65101,08,Theft and related offences (08),Theft and related offences,457
2021,DMR East Division,"Blackrock, Co Dublin",65101,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",199
2021,DMR East Division,"Blackrock, Co Dublin",65101,10,Controlled drug offences (10),Controlled drug offences,69
2021,DMR East Division,"Blackrock, Co Dublin",65101,11,Weapons and explosives offences (11),Weapons and explosives offences,12
2021,DMR East Division,"Blackrock, Co Dublin",65101,12,Damage to property and to the environment  offences (12),Damage to property & environment,73
2021,DMR East Division,"Blackrock, Co Dublin",65101,13,Public order and other social code offences (13),Public order & social code offences,168
2021,DMR East Division,"Blackrock, Co Dublin",65101,14,Road and traffic offences (14),Road and traffic offences,237
2021,DMR East Division,"Blackrock, Co Dublin",65101,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",24
2021,DMR East Division,"Blackrock, Co Dublin",65101,16,Offences not elsewhere classified (16),Offences not elsewhere classified,9
2021,DMR East Division,Dundrum,65102,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",173
2021,DMR East Division,Dundrum,65102,04,Dangerous or negligent acts (04),Dangerous or negligent acts,219
2021,DMR East Division,Dundrum,65102,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2021,DMR East Division,Dundrum,65102,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",27
2021,DMR East Division,Dundrum,65102,07,Burglary and related offences (07),Burglary and related offences,186
2021,DMR East Division,Dundrum,65102,08,Theft and related offences (08),Theft and related offences,985
2021,DMR East Division,Dundrum,65102,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",336
2021,DMR East Division,Dundrum,65102,10,Controlled drug offences (10),Controlled drug offences,145
2021,DMR East Division,Dundrum,65102,11,Weapons and explosives offences (11),Weapons and explosives offences,25
2021,DMR East Division,Dundrum,65102,12,Damage to property and to the environment  offences (12),Damage to property & environment,167
2021,DMR East Division,Dundrum,65102,13,Public order and other social code offences (13),Public order & social code offences,236
2021,DMR East Division,Dundrum,65102,14,Road and traffic offences (14),Road and traffic offences,255
2021,DMR East Division,Dundrum,65102,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",49
2021,DMR East Division,Dundrum,65102,16,Offences not elsewhere classified (16),Offences not elsewhere classified,23
2021,DMR East Division,Cabinteely,65201,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",50
2021,DMR East Division,Cabinteely,65201,04,Dangerous or negligent acts (04),Dangerous or negligent acts,44
2021,DMR East Division,Cabinteely,65201,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2021,DMR East Division,Cabinteely,65201,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",12
2021,DMR East Division,Cabinteely,65201,07,Burglary and related offences (07),Burglary and related offences,73
2021,DMR East Division,Cabinteely,65201,08,Theft and related offences (08),Theft and related offences,292
2021,DMR East Division,Cabinteely,65201,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",87
2021,DMR East Division,Cabinteely,65201,10,Controlled drug offences (10),Controlled drug offences,76
2021,DMR East Division,Cabinteely,65201,11,Weapons and explosives offences (11),Weapons and explosives offences,8
2021,DMR East Division,Cabinteely,65201,12,Damage to property and to the environment  offences (12),Damage to property & environment,110
2021,DMR East Division,Cabinteely,65201,13,Public order and other social code offences (13),Public order & social code offences,96
2021,DMR East Division,Cabinteely,65201,14,Road and traffic offences (14),Road and traffic offences,122
2021,DMR East Division,Cabinteely,65201,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",24
2021,DMR East Division,Cabinteely,65201,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2021,DMR East Division,Dun Laoghaire,65203,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",117
2021,DMR East Division,Dun Laoghaire,65203,04,Dangerous or negligent acts (04),Dangerous or negligent acts,75
2021,DMR East Division,Dun Laoghaire,65203,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR East Division,Dun Laoghaire,65203,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",14
2021,DMR East Division,Dun Laoghaire,65203,07,Burglary and related offences (07),Burglary and related offences,117
2021,DMR East Division,Dun Laoghaire,65203,08,Theft and related offences (08),Theft and related offences,563
2021,DMR East Division,Dun Laoghaire,65203,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",212
2021,DMR East Division,Dun Laoghaire,65203,10,Controlled drug offences (10),Controlled drug offences,124
2021,DMR East Division,Dun Laoghaire,65203,11,Weapons and explosives offences (11),Weapons and explosives offences,24
2021,DMR East Division,Dun Laoghaire,65203,12,Damage to property and to the environment  offences (12),Damage to property & environment,172
2021,DMR East Division,Dun Laoghaire,65203,13,Public order and other social code offences (13),Public order & social code offences,271
2021,DMR East Division,Dun Laoghaire,65203,14,Road and traffic offences (14),Road and traffic offences,198
2021,DMR East Division,Dun Laoghaire,65203,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",272
2021,DMR East Division,Dun Laoghaire,65203,16,Offences not elsewhere classified (16),Offences not elsewhere classified,22
2021,DMR East Division,Shankill,65205,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",55
2021,DMR East Division,Shankill,65205,04,Dangerous or negligent acts (04),Dangerous or negligent acts,116
2021,DMR East Division,Shankill,65205,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2021,DMR East Division,Shankill,65205,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",10
2021,DMR East Division,Shankill,65205,07,Burglary and related offences (07),Burglary and related offences,40
2021,DMR East Division,Shankill,65205,08,Theft and related offences (08),Theft and related offences,181
2021,DMR East Division,Shankill,65205,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",54
2021,DMR East Division,Shankill,65205,10,Controlled drug offences (10),Controlled drug offences,78
2021,DMR East Division,Shankill,65205,11,Weapons and explosives offences (11),Weapons and explosives offences,8
2021,DMR East Division,Shankill,65205,12,Damage to property and to the environment  offences (12),Damage to property & environment,121
2021,DMR East Division,Shankill,65205,13,Public order and other social code offences (13),Public order & social code offences,114
2021,DMR East Division,Shankill,65205,14,Road and traffic offences (14),Road and traffic offences,160
2021,DMR East Division,Shankill,65205,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",25
2021,DMR East Division,Shankill,65205,16,Offences not elsewhere classified (16),Offences not elsewhere classified,7
2021,DMR West Division,Blanchardstown,66101,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",464
2021,DMR West Division,Blanchardstown,66101,04,Dangerous or negligent acts (04),Dangerous or negligent acts,590
2021,DMR West Division,Blanchardstown,66101,05,Kidnapping and related offences (05),Kidnapping and related offences,4
2021,DMR West Division,Blanchardstown,66101,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",71
2021,DMR West Division,Blanchardstown,66101,07,Burglary and related offences (07),Burglary and related offences,213
2021,DMR West Division,Blanchardstown,66101,08,Theft and related offences (08),Theft and related offences,1666
2021,DMR West Division,Blanchardstown,66101,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",519
2021,DMR West Division,Blanchardstown,66101,10,Controlled drug offences (10),Controlled drug offences,235
2021,DMR West Division,Blanchardstown,66101,11,Weapons and explosives offences (11),Weapons and explosives offences,63
2021,DMR West Division,Blanchardstown,66101,12,Damage to property and to the environment  offences (12),Damage to property & environment,466
2021,DMR West Division,Blanchardstown,66101,13,Public order and other social code offences (13),Public order & social code offences,752
2021,DMR West Division,Blanchardstown,66101,14,Road and traffic offences (14),Road and traffic offences,1535
2021,DMR West Division,Blanchardstown,66101,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",803
2021,DMR West Division,Blanchardstown,66101,16,Offences not elsewhere classified (16),Offences not elsewhere classified,32
2021,DMR West Division,Cabra,66102,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",82
2021,DMR West Division,Cabra,66102,04,Dangerous or negligent acts (04),Dangerous or negligent acts,60
2021,DMR West Division,Cabra,66102,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2021,DMR West Division,Cabra,66102,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",19
2021,DMR West Division,Cabra,66102,07,Burglary and related offences (07),Burglary and related offences,40
2021,DMR West Division,Cabra,66102,08,Theft and related offences (08),Theft and related offences,357
2021,DMR West Division,Cabra,66102,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",68
2021,DMR West Division,Cabra,66102,10,Controlled drug offences (10),Controlled drug offences,58
2021,DMR West Division,Cabra,66102,11,Weapons and explosives offences (11),Weapons and explosives offences,14
2021,DMR West Division,Cabra,66102,12,Damage to property and to the environment  offences (12),Damage to property & environment,105
2021,DMR West Division,Cabra,66102,13,Public order and other social code offences (13),Public order & social code offences,187
2021,DMR West Division,Cabra,66102,14,Road and traffic offences (14),Road and traffic offences,241
2021,DMR West Division,Cabra,66102,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",25
2021,DMR West Division,Cabra,66102,16,Offences not elsewhere classified (16),Offences not elsewhere classified,3
2021,DMR West Division,Finglas,66103,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",278
2021,DMR West Division,Finglas,66103,04,Dangerous or negligent acts (04),Dangerous or negligent acts,388
2021,DMR West Division,Finglas,66103,05,Kidnapping and related offences (05),Kidnapping and related offences,2
2021,DMR West Division,Finglas,66103,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",38
2021,DMR West Division,Finglas,66103,07,Burglary and related offences (07),Burglary and related offences,93
2021,DMR West Division,Finglas,66103,08,Theft and related offences (08),Theft and related offences,1041
2021,DMR West Division,Finglas,66103,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",193
2021,DMR West Division,Finglas,66103,10,Controlled drug offences (10),Controlled drug offences,544
2021,DMR West Division,Finglas,66103,11,Weapons and explosives offences (11),Weapons and explosives offences,40
2021,DMR West Division,Finglas,66103,12,Damage to property and to the environment  offences (12),Damage to property & environment,316
2021,DMR West Division,Finglas,66103,13,Public order and other social code offences (13),Public order & social code offences,719
